customer_id,gender,marital_status,seniorcitizen,tenure,auto_renewal,subscription_type,devices_connected,tickets_raised,feedback_sentiment,payment_method,subscription_status,country,language,failed_login_attempts,login_frequency,monthly_usage_hours,server_switch_frequency,streaming_access,average_speed_mbps,connection_success_rate,plan_upgrade_attempts,last_login,unresolved_tickets,discount_used,churn
3073,Male,Married,True,1,on,premium,1,3,positive,paypal,expired,Germany,Telugu,25,16,157,6,False,better,14,0,old,11,False,yes
3074,Male,Married,True,4,off,premium,10,19,positive,card,active,US,English,15,12,80,1,False,poor,9,3,recent,8,True,no
3075,Female,Married,False,8,off,premium,3,15,positive,upi,cancelled,US,Hindi,47,23,137,4,True,poor,3,0,recent,4,True,no
3076,Female,Married,False,2,off,gold,8,4,negative,paypal,active,US,Hindi,40,11,49,7,False,poor,7,5,very_old,16,True,no
3077,Male,Married,True,10,on,premium,6,13,neutral,card,active,US,English,32,1,76,4,True,good,20,7,recent,8,True,no
3078,Female,Married,False,1,on,premium,8,0,neutral,paypal,cancelled,Germany,Telugu,10,19,183,8,False,poor,14,10,very_old,4,False,no
3079,Female,Married,True,7,on,premium,5,2,neutral,upi,active,Germany,Hindi,19,16,40,5,True,better,10,2,recent,1,True,no
3080,Male,Single,True,6,off,basic,2,1,neutral,paypal,active,Germany,Telugu,27,4,55,3,False,good,17,8,very_old,4,True,no
3081,Male,Single,True,5,off,premium,10,1,neutral,paypal,active,US,Hindi,33,2,83,9,True,good,10,2,very_old,0,True,no
3082,Female,Single,True,3,off,basic,7,14,negative,paypal,cancelled,Germany,Hindi,33,17,124,10,True,good,19,4,very_old,19,False,yes
3083,Male,Single,False,6,on,gold,5,8,neutral,upi,expired,US,Hindi,11,17,178,10,True,poor,11,6,very_old,16,False,yes
3084,Female,Married,False,2,on,premium,1,9,negative,card,expired,India,Telugu,2,18,68,6,True,poor,5,4,very_old,9,True,no
3085,Female,Married,True,1,off,premium,4,9,neutral,upi,expired,India,English,46,18,82,6,False,poor,1,3,recent,16,False,no
3086,Female,Married,False,5,on,basic,1,7,neutral,paypal,cancelled,India,Hindi,49,16,23,2,True,good,9,6,very_old,9,True,yes
3087,Female,Married,True,8,on,premium,4,19,negative,upi,cancelled,Germany,English,38,22,54,4,True,better,15,0,very_old,17,True,yes
3088,Male,Married,True,2,off,premium,5,13,neutral,card,cancelled,Germany,English,47,16,45,5,True,poor,1,0,recent,10,False,yes
3089,Male,Single,True,6,off,basic,7,17,positive,card,expired,India,Hindi,32,19,123,3,True,good,6,8,old,6,True,no
3090,Female,Married,True,3,off,basic,2,14,negative,upi,active,India,Hindi,9,15,17,3,False,poor,9,0,old,5,False,no
3091,Female,Single,True,3,off,gold,8,15,neutral,card,cancelled,India,Telugu,17,7,26,10,True,poor,8,10,old,19,False,yes
3092,Female,Single,True,2,on,basic,4,12,positive,paypal,active,Germany,Telugu,10,1,125,8,False,poor,9,2,old,20,True,no
3093,Male,Married,True,7,on,gold,7,6,neutral,card,cancelled,US,Telugu,48,13,160,9,True,poor,10,10,old,2,True,no
3094,Male,Single,False,8,off,gold,2,3,negative,upi,cancelled,UK,Telugu,29,21,42,6,False,better,14,9,very_old,7,False,yes
3095,Female,Single,False,9,on,basic,5,3,negative,upi,cancelled,US,Hindi,21,11,66,4,True,poor,11,3,very_old,8,True,no
3096,Female,Single,True,6,on,basic,2,11,positive,upi,cancelled,Germany,Telugu,45,22,129,3,True,poor,4,0,recent,18,True,yes
3097,Male,Single,True,1,on,basic,7,4,positive,card,expired,India,Telugu,45,4,114,3,False,good,9,10,old,20,True,yes
3098,Male,Single,True,7,on,premium,10,1,negative,upi,expired,UK,Hindi,27,13,24,3,True,good,11,2,very_old,6,True,yes
3099,Male,Single,False,10,off,premium,8,11,neutral,paypal,expired,US,Hindi,9,1,86,3,True,better,15,4,very_old,18,False,no
3100,Female,Married,False,1,on,gold,5,1,positive,upi,active,US,Telugu,12,18,103,9,False,good,2,10,recent,14,False,no
3101,Female,Married,False,1,off,premium,2,9,negative,paypal,active,UK,English,29,12,117,7,True,poor,11,2,old,11,True,no
3102,Male,Married,True,4,on,premium,8,5,positive,upi,active,UK,Hindi,25,25,60,4,False,poor,4,8,very_old,16,True,no
3103,Female,Married,True,3,off,basic,5,6,negative,card,active,US,Hindi,35,8,154,6,False,poor,7,3,very_old,0,False,no
3104,Male,Single,False,8,off,premium,10,2,neutral,upi,active,Germany,Telugu,7,11,60,3,False,poor,5,6,very_old,11,True,no
3105,Male,Single,False,6,on,basic,7,13,negative,card,active,India,Hindi,4,17,32,2,False,poor,15,2,very_old,19,False,yes
3106,Female,Single,False,10,on,basic,4,20,positive,upi,expired,UK,Hindi,33,11,100,9,True,better,8,4,recent,2,False,yes
3107,Male,Married,False,7,off,basic,9,8,negative,paypal,active,India,English,32,4,183,8,False,poor,19,5,old,16,True,yes
3108,Male,Married,True,5,on,basic,10,1,negative,card,active,UK,English,38,6,47,4,False,good,15,10,recent,2,False,no
3109,Female,Married,True,3,off,premium,3,7,positive,card,expired,Germany,Hindi,34,5,62,5,False,good,17,3,very_old,0,False,yes
3110,Female,Married,False,5,off,basic,1,7,positive,paypal,active,Germany,Hindi,15,5,132,8,True,better,17,10,recent,11,False,no
3111,Male,Married,False,7,on,basic,3,11,positive,upi,active,Germany,Hindi,20,10,34,4,False,better,19,1,very_old,4,False,no
3112,Female,Married,False,6,on,premium,10,7,neutral,card,cancelled,US,English,10,0,102,10,False,poor,16,1,recent,18,False,yes
3113,Male,Married,False,2,on,premium,6,1,neutral,card,expired,UK,English,5,4,63,4,False,good,1,1,old,6,True,no
3114,Female,Married,False,1,on,gold,8,12,negative,card,cancelled,India,Telugu,14,11,155,3,False,good,11,0,recent,8,False,yes
3115,Male,Married,True,4,off,premium,1,17,negative,card,active,UK,Hindi,6,5,150,5,True,poor,12,0,old,9,True,no
3116,Male,Married,False,7,off,gold,1,4,neutral,upi,active,Germany,Hindi,11,11,198,9,False,better,14,1,old,15,True,no
3117,Female,Single,False,5,off,gold,2,7,negative,upi,cancelled,Germany,Hindi,29,12,126,9,False,better,16,4,old,1,True,no
3118,Female,Single,False,3,on,premium,10,11,positive,upi,active,India,English,31,20,124,8,True,poor,14,2,recent,10,False,no
3119,Female,Single,False,6,on,premium,9,16,neutral,card,active,US,Hindi,1,18,197,6,True,good,13,7,very_old,8,True,no
3120,Female,Married,False,4,off,gold,7,0,neutral,paypal,active,India,Telugu,29,15,45,6,True,good,11,3,very_old,2,True,no
3121,Male,Married,True,4,off,gold,4,13,positive,paypal,expired,India,Hindi,3,18,156,10,False,better,20,2,recent,18,False,no
3122,Female,Single,False,7,off,premium,1,13,negative,card,cancelled,US,Telugu,19,11,38,2,False,poor,10,9,very_old,2,True,no
3123,Male,Married,False,3,on,basic,10,4,positive,upi,expired,Germany,Hindi,4,12,111,6,True,better,7,10,old,2,True,no
3124,Male,Married,False,2,on,basic,2,18,neutral,card,active,India,Hindi,46,0,16,3,False,poor,19,9,very_old,9,True,no
3125,Male,Married,False,2,off,premium,3,20,positive,upi,cancelled,US,English,2,21,174,3,True,better,19,0,recent,9,True,no
3126,Male,Single,False,6,off,basic,2,16,positive,upi,cancelled,Germany,Telugu,49,21,130,4,True,good,11,10,recent,7,False,no
3127,Male,Single,False,9,on,gold,6,0,neutral,card,active,India,English,28,5,137,10,True,poor,18,4,old,11,False,no
3128,Male,Single,False,10,on,gold,3,3,negative,upi,cancelled,UK,Telugu,21,2,153,9,False,better,19,3,recent,7,True,yes
3129,Male,Single,True,9,off,gold,7,6,positive,upi,active,US,Telugu,24,1,134,5,False,good,18,10,old,4,False,no
3130,Male,Married,True,6,off,gold,1,19,neutral,paypal,expired,US,Telugu,37,20,100,8,False,poor,2,9,recent,4,False,yes
3131,Female,Single,False,5,off,basic,5,8,neutral,upi,cancelled,Germany,Telugu,44,16,11,3,True,better,13,5,very_old,16,False,yes
3132,Male,Married,False,10,on,gold,3,9,negative,paypal,active,Germany,Hindi,37,2,163,2,False,good,8,7,very_old,19,False,yes
3133,Female,Single,True,1,on,basic,4,16,positive,upi,cancelled,UK,Telugu,14,14,130,1,False,better,8,2,old,16,True,no
3134,Male,Single,True,2,on,premium,10,12,neutral,card,active,Germany,English,49,7,81,3,False,good,14,8,very_old,13,True,yes
3135,Male,Single,False,2,on,basic,10,3,neutral,upi,active,UK,English,4,10,195,5,True,poor,4,4,old,5,True,no
3136,Male,Single,False,9,on,gold,2,16,neutral,paypal,expired,India,Hindi,34,3,17,3,False,better,10,0,very_old,4,True,no
3137,Male,Single,True,8,off,gold,5,16,negative,card,expired,India,English,34,10,28,3,False,better,16,5,old,17,True,no
3138,Female,Single,True,9,off,basic,6,6,positive,paypal,cancelled,US,Hindi,3,22,101,3,True,better,3,9,recent,10,False,no
3139,Male,Single,True,7,on,gold,4,20,negative,card,expired,India,Telugu,46,3,34,3,True,poor,18,3,old,10,True,yes
3140,Male,Single,False,10,off,basic,10,13,negative,upi,active,India,Hindi,3,14,105,6,True,better,7,0,very_old,19,True,no
3141,Male,Married,True,3,on,premium,1,18,positive,upi,cancelled,India,Hindi,29,23,184,5,False,good,16,10,recent,16,False,yes
3142,Female,Married,True,10,off,premium,4,4,positive,upi,expired,UK,Hindi,27,24,43,2,False,better,6,6,old,1,False,yes
3143,Female,Single,True,3,on,premium,9,2,positive,paypal,expired,UK,English,10,9,40,7,False,poor,20,10,recent,13,False,no
3144,Female,Married,True,6,off,basic,1,7,positive,upi,expired,UK,Telugu,25,23,152,3,False,poor,5,9,very_old,6,True,yes
3145,Male,Single,False,4,on,basic,6,7,negative,upi,cancelled,US,Telugu,43,22,44,9,False,poor,6,2,very_old,0,True,yes
3146,Male,Single,False,2,off,gold,10,1,positive,paypal,expired,US,Telugu,31,5,131,10,False,poor,7,0,recent,17,True,yes
3147,Female,Married,True,10,on,premium,1,16,negative,paypal,active,UK,Hindi,20,0,32,2,True,poor,15,1,recent,20,False,yes
3148,Male,Married,False,8,on,premium,4,19,negative,card,active,US,Hindi,30,3,61,6,True,poor,19,7,very_old,14,True,yes
3149,Male,Married,True,3,on,premium,5,5,positive,upi,cancelled,UK,Hindi,25,8,66,2,True,better,11,2,old,8,True,yes
3150,Male,Single,True,7,on,basic,3,3,neutral,paypal,expired,Germany,Hindi,15,16,155,5,False,better,19,10,very_old,0,False,no
3151,Male,Married,False,6,off,gold,5,6,neutral,paypal,expired,US,English,46,14,129,5,True,good,3,2,recent,20,True,yes
3152,Male,Married,False,5,on,premium,4,16,positive,paypal,expired,UK,Telugu,27,7,169,10,False,better,18,3,old,11,False,yes
3153,Male,Single,False,9,on,premium,5,7,neutral,card,expired,Germany,English,14,3,61,4,True,better,4,6,recent,15,True,no
3154,Female,Single,False,7,off,gold,8,18,negative,paypal,active,Germany,English,26,8,77,8,False,better,6,4,old,7,True,no
3155,Female,Married,False,3,on,basic,10,14,neutral,upi,cancelled,India,Hindi,40,17,63,4,False,good,12,3,old,8,True,no
3156,Female,Single,True,3,off,gold,8,12,positive,upi,expired,India,Telugu,1,8,53,1,True,good,3,1,old,6,True,no
3157,Male,Married,True,2,on,gold,2,17,neutral,card,active,UK,Hindi,0,12,117,6,True,better,13,3,very_old,15,True,no
3158,Female,Single,False,2,on,basic,1,1,neutral,card,expired,UK,Hindi,9,19,53,9,True,poor,7,7,very_old,0,True,yes
3159,Female,Married,False,9,off,gold,1,2,negative,paypal,expired,UK,Hindi,34,12,95,9,True,better,16,3,recent,9,False,yes
3160,Male,Married,True,7,on,basic,6,16,neutral,upi,expired,UK,Telugu,46,7,176,1,False,poor,2,9,old,5,True,yes
3161,Male,Single,False,1,on,premium,8,19,positive,card,cancelled,Germany,English,21,17,27,6,False,good,7,4,old,0,False,no
3162,Female,Married,False,10,on,gold,9,3,negative,card,expired,UK,Hindi,16,10,161,7,True,better,5,7,very_old,13,False,no
3163,Male,Married,False,9,on,gold,4,0,neutral,upi,expired,India,Hindi,41,19,154,10,True,good,5,8,very_old,2,False,no
3164,Male,Single,True,5,off,basic,8,17,neutral,paypal,expired,UK,Hindi,25,8,142,1,False,good,12,4,old,15,False,yes
3165,Male,Married,False,5,off,premium,2,8,neutral,upi,active,India,English,11,25,171,3,True,poor,4,9,old,12,False,no
3166,Female,Single,False,6,on,premium,9,18,neutral,card,active,India,Telugu,48,7,49,1,True,better,1,4,very_old,14,False,no
3167,Female,Married,False,8,off,premium,10,4,neutral,card,active,Germany,Telugu,6,19,56,4,True,better,1,9,very_old,18,True,no
3168,Male,Married,True,1,off,premium,7,2,neutral,card,expired,UK,Telugu,5,6,97,10,False,poor,19,7,very_old,15,False,yes
3169,Male,Single,True,4,on,basic,5,8,positive,upi,expired,India,Hindi,25,20,44,8,False,good,16,6,recent,0,False,no
3170,Male,Single,True,5,on,premium,6,6,negative,paypal,expired,Germany,English,6,9,111,3,False,poor,1,0,old,16,False,no
3171,Female,Married,False,7,on,gold,2,18,neutral,card,cancelled,UK,Hindi,26,16,134,2,False,poor,17,9,old,9,False,yes
3172,Female,Single,True,7,off,basic,7,13,negative,upi,cancelled,Germany,Telugu,10,14,166,6,True,poor,17,7,recent,19,False,yes
3173,Female,Single,False,8,off,basic,5,8,neutral,upi,cancelled,US,Telugu,17,12,129,2,True,good,8,10,old,4,False,yes
3174,Male,Single,False,8,off,basic,4,10,neutral,paypal,expired,Germany,Telugu,12,21,91,4,True,poor,3,5,recent,17,True,yes
3175,Male,Married,False,5,on,premium,5,12,neutral,upi,expired,UK,Telugu,27,5,127,4,False,poor,4,2,old,5,True,no
3176,Male,Married,False,3,off,basic,1,20,neutral,upi,cancelled,UK,Telugu,44,15,87,6,False,better,13,4,very_old,11,True,yes
3177,Female,Married,False,9,off,gold,9,0,negative,card,active,Germany,Telugu,11,4,155,9,True,poor,3,10,recent,1,False,no
3178,Male,Married,False,4,on,gold,5,4,neutral,card,active,India,English,48,12,193,4,False,better,18,6,very_old,14,False,no
3179,Male,Married,False,10,on,premium,4,20,neutral,upi,cancelled,Germany,Telugu,18,3,200,4,False,better,15,0,very_old,18,True,yes
3180,Female,Single,True,8,off,gold,3,9,positive,card,cancelled,US,Telugu,35,20,147,6,False,better,13,0,old,20,False,yes
3181,Male,Married,True,9,off,premium,9,17,neutral,card,cancelled,India,Hindi,30,19,25,1,False,better,17,5,old,12,True,yes
3182,Male,Married,True,3,on,gold,2,20,positive,paypal,expired,Germany,Hindi,46,16,25,9,False,better,10,7,recent,19,False,yes
3183,Male,Married,True,3,off,basic,9,7,positive,upi,expired,US,English,15,21,20,9,False,good,17,4,old,16,True,no
3184,Female,Single,False,7,on,gold,9,7,neutral,upi,cancelled,UK,Telugu,33,21,89,4,True,good,15,8,very_old,16,False,yes
3185,Male,Married,True,6,on,premium,1,18,negative,upi,expired,India,Hindi,23,24,45,7,True,better,8,1,old,6,False,yes
3186,Male,Married,True,5,off,premium,8,11,neutral,paypal,active,UK,English,5,4,189,4,True,better,10,10,very_old,17,True,no
3187,Male,Single,True,5,on,basic,4,5,positive,paypal,active,Germany,English,19,23,77,7,False,better,4,5,recent,16,True,no
3188,Female,Married,True,10,off,gold,3,20,negative,paypal,cancelled,US,Hindi,16,12,111,3,True,better,19,1,very_old,0,False,no
3189,Female,Single,False,5,on,gold,9,20,negative,upi,active,UK,Telugu,31,20,41,8,True,better,9,10,recent,6,True,no
3190,Female,Married,False,3,off,basic,8,18,negative,upi,active,Germany,Hindi,42,18,166,4,False,good,8,10,old,18,True,yes
3191,Male,Married,False,10,off,gold,9,14,negative,paypal,cancelled,Germany,Telugu,23,3,131,9,False,good,17,6,old,10,True,no
3192,Female,Married,False,5,on,basic,5,0,negative,paypal,active,UK,Hindi,49,6,192,3,False,better,16,6,very_old,1,True,no
3193,Female,Married,False,5,on,basic,5,13,neutral,paypal,expired,US,Hindi,7,11,185,6,False,better,13,7,very_old,9,True,yes
3194,Female,Single,False,4,on,premium,7,4,neutral,upi,cancelled,India,Hindi,48,13,161,7,False,poor,8,0,very_old,7,True,yes
3195,Male,Married,False,9,on,basic,6,6,negative,paypal,expired,UK,Hindi,36,2,187,7,True,poor,5,7,old,7,False,no
3196,Female,Married,True,3,off,gold,2,4,positive,paypal,cancelled,US,English,22,16,30,3,True,better,5,0,very_old,9,True,no
3197,Female,Married,True,3,on,basic,2,7,neutral,card,active,India,Telugu,17,24,66,9,False,better,11,7,old,10,False,no
3198,Male,Single,True,9,off,basic,1,2,positive,paypal,active,UK,English,28,12,11,9,True,good,1,1,very_old,16,True,no
3199,Female,Married,True,3,off,premium,1,12,positive,paypal,cancelled,Germany,Hindi,36,16,180,9,True,good,11,3,old,4,False,no
3200,Female,Married,True,5,on,gold,3,20,negative,paypal,expired,Germany,Hindi,16,17,177,1,True,poor,14,6,old,16,True,no
3201,Male,Married,True,9,off,premium,6,1,positive,paypal,cancelled,UK,Telugu,21,0,120,5,False,better,17,0,recent,17,True,no
3202,Female,Single,True,9,on,premium,1,14,negative,upi,cancelled,India,English,34,1,95,8,True,better,9,3,old,16,False,yes
3203,Male,Married,False,4,off,gold,10,15,negative,upi,cancelled,Germany,Telugu,14,6,111,2,True,good,8,10,very_old,16,False,yes
3204,Male,Single,True,3,on,basic,3,15,negative,card,cancelled,US,Hindi,7,23,123,10,False,poor,16,8,old,7,False,yes
3205,Female,Married,False,10,off,premium,2,17,positive,card,cancelled,India,English,49,11,32,1,False,good,8,2,very_old,4,False,yes
3206,Female,Married,False,3,off,gold,5,19,positive,card,cancelled,US,Telugu,28,3,109,3,True,poor,14,4,old,2,True,no
3207,Female,Single,False,6,off,basic,7,20,positive,paypal,active,UK,Hindi,42,0,155,4,False,good,12,6,old,5,False,no
3208,Male,Single,True,1,off,gold,2,6,positive,upi,cancelled,Germany,Hindi,43,0,187,3,False,poor,19,4,old,14,True,yes
3209,Male,Single,True,4,on,basic,5,8,positive,card,active,UK,Hindi,16,14,181,4,True,poor,2,0,old,9,False,no
3210,Female,Married,True,10,off,basic,9,18,negative,card,active,US,Telugu,33,1,125,3,False,poor,6,6,old,15,False,yes
3211,Female,Married,True,4,off,basic,2,0,neutral,card,cancelled,India,English,14,16,19,8,False,good,2,3,recent,11,True,no
3212,Male,Single,True,9,on,basic,6,12,positive,card,cancelled,India,English,33,4,25,6,True,good,3,1,very_old,6,True,no
3213,Male,Single,True,7,on,gold,8,11,negative,paypal,expired,US,Telugu,29,9,26,1,True,poor,6,9,old,19,True,yes
3214,Male,Single,True,10,on,premium,9,3,neutral,upi,active,Germany,Telugu,30,20,111,8,False,better,3,6,recent,6,True,no
3215,Female,Single,False,7,off,basic,2,18,negative,upi,active,India,Hindi,36,3,30,4,False,poor,14,5,recent,0,True,no
3216,Female,Single,False,8,on,basic,2,4,negative,paypal,expired,UK,English,45,13,70,9,False,better,17,0,recent,20,False,yes
3217,Female,Married,False,2,on,premium,1,5,positive,upi,cancelled,Germany,Hindi,39,11,152,3,True,poor,3,7,recent,4,True,yes
3218,Female,Single,True,7,off,gold,4,8,positive,paypal,cancelled,US,Telugu,40,18,33,9,True,poor,1,8,recent,12,True,yes
3219,Female,Single,True,10,off,basic,3,2,negative,paypal,cancelled,Germany,Telugu,42,14,87,2,False,good,12,3,very_old,6,True,yes
3220,Male,Single,True,3,off,premium,4,2,neutral,card,active,UK,Hindi,1,7,66,3,False,good,16,9,very_old,14,True,no
3221,Male,Married,True,8,off,basic,7,3,negative,upi,active,India,Hindi,34,10,132,10,False,good,9,8,old,13,False,no
3222,Female,Single,False,7,on,premium,8,7,negative,card,active,UK,Telugu,41,5,137,7,False,poor,1,0,very_old,16,True,no
3223,Female,Married,True,5,on,premium,5,11,neutral,upi,expired,India,Hindi,33,16,114,5,False,poor,20,6,old,11,False,no
3224,Female,Married,True,3,off,basic,2,7,neutral,upi,active,UK,English,20,0,135,8,False,poor,11,8,recent,8,True,no
3225,Female,Single,True,10,off,premium,2,11,negative,card,cancelled,UK,English,43,0,112,2,True,poor,8,8,old,15,True,yes
3226,Male,Married,True,10,off,gold,6,18,neutral,card,expired,Germany,Telugu,14,25,172,5,False,poor,15,3,old,18,True,yes
3227,Female,Single,False,9,off,premium,9,2,positive,paypal,expired,US,Hindi,1,0,34,9,True,better,15,0,very_old,7,False,no
3228,Female,Single,False,3,off,premium,5,5,negative,upi,cancelled,India,English,19,9,65,6,True,good,13,10,very_old,16,False,yes
3229,Male,Married,True,10,on,gold,10,17,positive,card,expired,US,English,16,7,57,7,True,better,4,1,recent,14,True,yes
3230,Male,Single,False,6,on,basic,10,3,positive,paypal,active,India,Hindi,5,16,70,10,False,good,15,10,very_old,16,True,no
3231,Male,Married,True,2,off,gold,3,1,negative,upi,active,Germany,Telugu,11,22,98,9,False,better,18,8,old,9,False,no
3232,Male,Married,False,1,on,gold,4,8,positive,upi,active,UK,English,44,13,113,1,True,better,19,6,very_old,7,True,no
3233,Female,Single,True,10,off,premium,7,2,neutral,upi,active,Germany,English,28,14,53,7,True,good,8,8,old,14,True,no
3234,Female,Married,False,8,on,gold,9,2,neutral,upi,expired,India,Telugu,0,24,20,4,False,poor,19,3,very_old,10,False,no
3235,Female,Single,False,9,off,basic,6,11,positive,paypal,cancelled,UK,Hindi,33,12,25,3,False,good,13,0,recent,11,False,no
3236,Male,Married,True,2,on,gold,10,14,neutral,card,expired,UK,English,45,25,79,3,False,good,3,7,old,3,True,yes
3237,Male,Single,False,5,off,gold,10,10,neutral,paypal,cancelled,Germany,Hindi,35,14,158,1,True,poor,12,4,very_old,20,True,yes
3238,Male,Married,True,4,on,basic,4,3,negative,paypal,expired,UK,English,35,1,90,10,False,poor,10,4,old,10,False,yes
3239,Male,Single,False,9,on,premium,3,2,neutral,card,active,US,Hindi,20,7,24,8,False,poor,1,10,recent,12,True,no
3240,Female,Single,True,9,on,premium,3,7,positive,card,active,Germany,Hindi,5,14,83,5,False,poor,11,5,very_old,6,True,no
3241,Male,Married,True,7,off,basic,8,17,positive,card,active,Germany,Telugu,36,6,94,2,True,good,7,8,recent,4,True,no
3242,Female,Single,True,3,off,gold,10,12,negative,upi,expired,UK,English,27,16,144,10,False,better,3,1,old,3,False,yes
3243,Female,Married,False,1,on,premium,7,11,negative,upi,expired,US,Telugu,49,8,172,6,True,better,1,6,recent,19,True,yes
3244,Female,Single,False,7,off,basic,10,16,negative,upi,expired,Germany,Telugu,38,15,181,1,False,poor,15,7,very_old,0,True,yes
3245,Female,Single,False,2,on,gold,6,19,neutral,card,cancelled,Germany,English,25,4,58,4,False,good,4,1,old,6,True,no
3246,Female,Single,True,2,off,gold,3,15,negative,paypal,expired,India,Telugu,15,15,112,9,True,better,4,8,very_old,8,True,yes
3247,Female,Single,False,5,off,basic,10,4,neutral,card,expired,US,English,0,20,157,5,False,good,11,4,very_old,13,True,yes
3248,Female,Single,True,5,on,basic,9,9,negative,paypal,expired,US,English,26,21,179,4,False,good,8,2,recent,18,False,yes
3249,Male,Single,False,5,on,gold,5,7,negative,upi,cancelled,India,Telugu,34,2,32,10,False,poor,11,4,very_old,11,True,yes
3250,Male,Married,True,6,on,premium,3,19,negative,paypal,active,India,Hindi,38,23,42,7,False,good,12,9,recent,8,False,yes
3251,Female,Married,True,4,off,gold,7,5,negative,paypal,cancelled,India,English,22,14,97,7,True,better,10,6,very_old,18,False,yes
3252,Male,Single,False,8,off,premium,9,9,neutral,upi,active,Germany,Telugu,37,21,46,4,False,better,6,10,recent,20,True,yes
3253,Male,Single,False,10,on,basic,8,17,neutral,card,cancelled,Germany,Telugu,26,0,41,4,False,poor,20,3,very_old,0,True,yes
3254,Female,Married,True,9,off,gold,4,20,positive,card,active,Germany,English,36,5,114,7,True,good,14,0,very_old,7,True,no
3255,Male,Single,True,7,on,gold,8,13,positive,card,cancelled,US,Telugu,24,20,113,9,False,good,3,0,very_old,14,True,yes
3256,Female,Married,True,7,off,premium,2,19,negative,upi,active,Germany,Hindi,17,5,54,1,False,better,18,7,recent,1,True,no
3257,Male,Married,False,5,on,gold,4,15,positive,paypal,expired,India,Telugu,44,11,68,6,False,poor,12,9,very_old,15,True,yes
3258,Female,Single,True,6,on,basic,3,9,negative,upi,expired,India,English,24,8,21,2,False,poor,10,8,very_old,9,False,yes
3259,Male,Married,True,1,off,basic,4,4,negative,paypal,cancelled,India,Telugu,45,5,37,8,True,better,6,6,old,0,False,yes
3260,Male,Married,True,4,off,gold,2,17,neutral,upi,expired,Germany,Telugu,23,23,123,4,False,poor,16,9,very_old,3,True,yes
3261,Female,Single,False,2,on,premium,8,15,neutral,paypal,expired,UK,Telugu,32,17,138,8,False,good,1,6,recent,15,True,yes
3262,Female,Married,False,7,on,premium,4,10,neutral,upi,cancelled,Germany,English,34,0,175,2,False,better,19,9,old,0,True,no
3263,Female,Married,False,8,off,premium,7,14,positive,upi,expired,Germany,Hindi,24,24,141,2,True,better,16,4,old,9,False,no
3264,Female,Single,True,9,off,gold,3,17,positive,paypal,expired,US,English,21,8,171,9,False,good,5,10,old,3,True,no
3265,Male,Single,False,6,off,basic,9,20,neutral,paypal,active,Germany,Hindi,4,17,96,8,True,poor,3,5,recent,13,False,no
3266,Female,Single,True,3,on,gold,3,20,negative,paypal,cancelled,India,Hindi,46,9,72,4,True,better,16,9,recent,1,True,yes
3267,Male,Single,True,7,off,basic,2,13,positive,paypal,expired,Germany,Hindi,22,4,155,8,False,better,3,9,recent,20,True,no
3268,Female,Single,True,6,on,gold,6,13,positive,paypal,cancelled,Germany,English,12,25,124,1,True,good,12,0,old,15,True,yes
3269,Male,Single,False,8,on,gold,1,1,positive,card,expired,US,Telugu,23,24,130,4,True,poor,12,10,old,1,False,no
3270,Male,Single,False,3,off,gold,7,5,neutral,upi,expired,India,Hindi,16,18,123,10,False,poor,3,3,old,5,False,no
3271,Male,Single,True,4,on,premium,2,5,positive,upi,expired,UK,Hindi,31,21,136,3,True,better,3,4,old,6,False,no
3272,Female,Single,True,2,off,premium,10,16,neutral,upi,active,US,Telugu,5,2,158,2,False,good,17,9,very_old,12,False,no
3273,Male,Single,True,1,off,basic,5,18,negative,upi,cancelled,UK,English,42,0,109,7,True,better,7,8,recent,14,True,yes
3274,Female,Single,True,1,on,gold,7,16,neutral,paypal,expired,India,English,17,16,195,5,True,poor,6,0,recent,9,False,no
3275,Male,Married,False,2,on,basic,5,14,neutral,card,cancelled,UK,English,2,15,200,10,True,poor,19,6,very_old,8,False,no
3276,Male,Married,True,10,on,premium,8,19,neutral,upi,active,US,Telugu,41,9,33,7,False,poor,7,5,very_old,19,True,no
3277,Female,Single,False,2,off,premium,2,8,negative,card,active,India,Telugu,46,21,133,2,True,poor,12,7,very_old,9,True,no
3278,Male,Single,False,5,on,premium,7,3,neutral,upi,cancelled,Germany,Telugu,13,10,21,5,True,poor,1,3,recent,11,False,no
3279,Male,Married,True,8,on,premium,7,1,negative,paypal,active,India,Telugu,30,5,192,9,True,better,18,2,old,11,True,yes
3280,Male,Married,False,1,on,basic,8,10,positive,upi,active,US,Hindi,44,24,195,10,True,poor,15,5,very_old,10,False,no
3281,Female,Married,False,10,off,gold,6,10,negative,upi,expired,US,Hindi,24,17,109,8,True,good,20,10,recent,9,True,yes
3282,Female,Married,True,10,on,basic,9,0,neutral,upi,cancelled,US,Hindi,35,3,112,6,True,better,12,9,very_old,10,False,yes
3283,Male,Single,True,6,on,premium,4,10,neutral,paypal,cancelled,US,Telugu,33,0,158,3,False,poor,14,2,very_old,6,False,no
3284,Male,Single,False,10,on,gold,6,0,negative,upi,expired,US,Telugu,11,8,147,6,False,better,10,3,very_old,6,True,no
3285,Male,Single,True,8,on,basic,8,15,neutral,paypal,expired,India,English,34,22,95,4,False,good,6,8,very_old,15,True,no
3286,Female,Single,True,1,off,gold,9,2,positive,upi,active,India,Telugu,0,6,199,8,True,good,15,4,very_old,2,False,no
